storm_id,storm_name,datetime,year,month,day,hour,minute,record_id,status,latitude,longitude,wind_kt,pressure_mb
AL152017,MARIA,2017-09-27 00:00:00,2017,9,27,0,0,,HU,34.4,-73.0,65,975
AL152017,MARIA,2017-09-27 06:00:00,2017,9,27,6,0,,HU,34.9,-72.9,65,976
AL152017,MARIA,2017-09-27 12:00:00,2017,9,27,12,0,,HU,35.4,-72.8,65,977
AL152017,MARIA,2017-09-27 18:00:00,2017,9,27,18,0,,HU,36.0,-72.6,65,979
AL152017,MARIA,2017-09-28 00:00:00,2017,9,28,0,0,,HU,36.6,-72.2,65,979
AL152017,MARIA,2017-09-28 06:00:00,2017,9,28,6,0,,TS,36.7,-71.3,60,982
AL152017,MARIA,2017-09-28 12:00:00,2017,9,28,12,0,,TS,36.8,-70.0,60,982
AL152017,MARIA,2017-09-28 18:00:00,2017,9,28,18,0,,TS,36.8,-68.6,55,985
AL152017,MARIA,2017-09-29 00:00:00,2017,9,29,0,0,,TS,36.9,-66.8,55,985
AL152017,MARIA,2017-09-29 06:00:00,2017,9,29,6,0,,TS,37.0,-64.6,50,987
AL152017,MARIA,2017-09-29 12:00:00,2017,9,29,12,0,,TS,37.0,-62.0,50,988
AL152017,MARIA,2017-09-29 18:00:00,2017,9,29,18,0,,TS,37.4,-59.0,50,988
AL152017,MARIA,2017-09-30 00:00:00,2017,9,30,0,0,,TS,38.1,-55.6,50,988
AL152017,MARIA,2017-09-30 06:00:00,2017,9,30,6,0,,TS,39.1,-52.2,50,988
AL152017,MARIA,2017-09-30 12:00:00,2017,9,30,12,0,,TS,40.0,-48.8,50,988
AL152017,MARIA,2017-09-30 18:00:00,2017,9,30,18,0,,EX,41.2,-45.6,45,991
AL152017,MARIA,2017-10-01 00:00:00,2017,10,1,0,0,,EX,42.2,-42.6,45,994
AL152017,MARIA,2017-10-01 06:00:00,2017,10,1,6,0,,EX,43.4,-39.4,45,996
AL152017,MARIA,2017-10-01 12:00:00,2017,10,1,12,0,,EX,44.9,-35.5,45,999
AL152017,MARIA,2017-10-01 18:00:00,2017,10,1,18,0,,EX,46.5,-31.0,45,1003
AL152017,MARIA,2017-10-02 00:00:00,2017,10,2,0,0,,EX,47.5,-26.5,40,1005
AL152017,MARIA,2017-10-02 06:00:00,2017,10,2,6,0,,EX,48.0,-22.0,40,1012
AL152017,MARIA,2017-10-02 12:00:00,2017,10,2,12,0,,EX,48.0,-17.0,30,1016
AL162017,NATE,2017-10-03 12:00:00,2017,10,3,12,0,,LO,10.7,-80.8,20,1008
AL162017,NATE,2017-10-03 18:00:00,2017,10,3,18,0,,LO,11.1,-81.1,25,1007
AL162017,NATE,2017-10-04 00:00:00,2017,10,4,0,0,,LO,11.4,-81.2,25,1007
AL162017,NATE,2017-10-04 06:00:00,2017,10,4,6,0,,LO,11.7,-81.4,25,1006
AL162017,NATE,2017-10-04 12:00:00,2017,10,4,12,0,,TD,12.0,-81.8,25,1005
AL162017,NATE,2017-10-04 18:00:00,2017,10,4,18,0,,TD,12.3,-82.3,30,1005
AL162017,NATE,2017-10-05 00:00:00,2017,10,5,0,0,,TD,12.6,-82.7,30,1004
AL162017,NATE,2017-10-05 06:00:00,2017,10,5,6,0,,TS,13.1,-83.1,35,1001
AL162017,NATE,2017-10-05 12:00:00,2017,10,5,12,0,L,TS,13.9,-83.5,35,999
AL162017,NATE,2017-10-05 18:00:00,2017,10,5,18,0,,TS,14.5,-84.0,35,1000
AL162017,NATE,2017-10-06 00:00:00,2017,10,6,0,0,,TS,15.3,-84.4,35,1000
AL162017,NATE,2017-10-06 06:00:00,2017,10,6,6,0,,TS,16.3,-84.7,40,999
AL162017,NATE,2017-10-06 12:00:00,2017,10,6,12,0,,TS,17.9,-84.7,40,996
AL162017,NATE,2017-10-06 18:00:00,2017,10,6,18,0,,TS,19.5,-85.2,45,995
AL162017,NATE,2017-10-07 00:00:00,2017,10,7,0,0,,TS,21.3,-85.9,55,990
AL162017,NATE,2017-10-07 06:00:00,2017,10,7,6,0,,HU,23.5,-86.5,70,987
AL162017,NATE,2017-10-07 12:00:00,2017,10,7,12,0,,HU,25.7,-87.9,80,986
AL162017,NATE,2017-10-07 18:00:00,2017,10,7,18,0,,HU,27.6,-88.9,80,981
AL162017,NATE,2017-10-08 00:00:00,2017,10,8,0,0,L,HU,29.1,-89.2,75,983
AL162017,NATE,2017-10-08 05:20:00,2017,10,8,5,20,L,HU,30.4,-89.0,65,984
AL162017,NATE,2017-10-08 06:00:00,2017,10,8,6,0,,TS,30.5,-88.9,60,984
AL162017,NATE,2017-10-08 12:00:00,2017,10,8,12,0,,TS,32.2,-88.0,35,993
AL162017,NATE,2017-10-08 18:00:00,2017,10,8,18,0,,TD,34.1,-87.1,25,996
AL162017,NATE,2017-10-09 00:00:00,2017,10,9,0,0,,LO,36.2,-85.7,20,999
AL162017,NATE,2017-10-09 06:00:00,2017,10,9,6,0,,EX,39.1,-83.4,20,1004
AL162017,NATE,2017-10-09 12:00:00,2017,10,9,12,0,,EX,41.5,-80.5,25,1005
AL162017,NATE,2017-10-09 18:00:00,2017,10,9,18,0,,EX,43.1,-76.3,25,1005
AL162017,NATE,2017-10-10 00:00:00,2017,10,10,0,0,,EX,44.2,-72.0,25,1006
AL162017,NATE,2017-10-10 06:00:00,2017,10,10,6,0,,EX,45.6,-67.6,25,1006
AL162017,NATE,2017-10-10 12:00:00,2017,10,10,12,0,,EX,46.1,-63.9,25,1007
AL162017,NATE,2017-10-10 18:00:00,2017,10,10,18,0,,EX,46.5,-60.4,25,1004
AL162017,NATE,2017-10-11 00:00:00,2017,10,11,0,0,,EX,47.5,-56.0,25,1001
AL172017,OPHELIA,2017-10-06 12:00:00,2017,10,6,12,0,,LO,31.8,-39.5,20,1013
AL172017,OPHELIA,2017-10-06 18:00:00,2017,10,6,18,0,,LO,32.3,-38.6,20,1012
AL172017,OPHELIA,2017-10-07 00:00:00,2017,10,7,0,0,,LO,32.9,-37.3,25,1011
AL172017,OPHELIA,2017-10-07 06:00:00,2017,10,7,6,0,,LO,32.7,-38.5,30,1010
AL172017,OPHELIA,2017-10-07 12:00:00,2017,10,7,12,0,,LO,32.3,-39.5,30,1010
AL172017,OPHELIA,2017-10-07 18:00:00,2017,10,7,18,0,,LO,31.5,-39.5,30,1010
AL172017,OPHELIA,2017-10-08 00:00:00,2017,10,8,0,0,,LO,31.3,-39.5,30,1010
AL172017,OPHELIA,2017-10-08 06:00:00,2017,10,8,6,0,,LO,31.0,-39.6,35,1010
AL172017,OPHELIA,2017-10-08 12:00:00,2017,10,8,12,0,,LO,30.6,-39.7,35,1009
AL172017,OPHELIA,2017-10-08 18:00:00,2017,10,8,18,0,,LO,30.4,-40.1,35,1009
AL172017,OPHELIA,2017-10-09 00:00:00,2017,10,9,0,0,,LO,30.5,-40.1,35,1008
AL172017,OPHELIA,2017-10-09 06:00:00,2017,10,9,6,0,,TS,30.9,-40.0,35,1008
AL172017,OPHELIA,2017-10-09 12:00:00,2017,10,9,12,0,,TS,31.3,-40.0,35,1008
AL172017,OPHELIA,2017-10-09 18:00:00,2017,10,9,18,0,,TS,31.7,-39.6,40,1005
AL172017,OPHELIA,2017-10-10 00:00:00,2017,10,10,0,0,,TS,32.0,-39.1,40,1005
AL172017,OPHELIA,2017-10-10 06:00:00,2017,10,10,6,0,,TS,31.9,-38.8,45,1003
AL172017,OPHELIA,2017-10-10 12:00:00,2017,10,10,12,0,,TS,31.6,-38.5,45,1002
AL172017,OPHELIA,2017-10-10 18:00:00,2017,10,10,18,0,,TS,31.3,-38.2,45,1002
AL172017,OPHELIA,2017-10-11 00:00:00,2017,10,11,0,0,,TS,30.9,-37.8,50,1000
AL172017,OPHELIA,2017-10-11 06:00:00,2017,10,11,6,0,,TS,30.4,-37.2,55,998
AL172017,OPHELIA,2017-10-11 12:00:00,2017,10,11,12,0,,TS,30.0,-36.7,60,994
AL172017,OPHELIA,2017-10-11 18:00:00,2017,10,11,18,0,,HU,29.8,-36.2,65,991
AL172017,OPHELIA,2017-10-12 00:00:00,2017,10,12,0,0,,HU,29.9,-35.8,70,986
AL172017,OPHELIA,2017-10-12 06:00:00,2017,10,12,6,0,,HU,30.2,-35.7,75,982
AL172017,OPHELIA,2017-10-12 12:00:00,2017,10,12,12,0,,HU,30.4,-35.7,80,975
AL172017,OPHELIA,2017-10-12 18:00:00,2017,10,12,18,0,,HU,30.5,-35.6,85,971
AL172017,OPHELIA,2017-10-13 00:00:00,2017,10,13,0,0,,HU,30.5,-35.1,90,967
AL172017,OPHELIA,2017-10-13 06:00:00,2017,10,13,6,0,,HU,30.9,-34.4,90,966
AL172017,OPHELIA,2017-10-13 12:00:00,2017,10,13,12,0,,HU,31.4,-33.4,80,974
AL172017,OPHELIA,2017-10-13 18:00:00,2017,10,13,18,0,,HU,32.0,-32.5,80,973
AL172017,OPHELIA,2017-10-14 00:00:00,2017,10,14,0,0,,HU,32.6,-31.5,85,970
AL172017,OPHELIA,2017-10-14 06:00:00,2017,10,14,6,0,,HU,33.4,-29.7,95,963
AL172017,OPHELIA,2017-10-14 12:00:00,2017,10,14,12,0,,HU,34.2,-27.7,100,959
AL172017,OPHELIA,2017-10-14 18:00:00,2017,10,14,18,0,,HU,35.3,-25.2,100,959
AL172017,OPHELIA,2017-10-15 00:00:00,2017,10,15,0,0,,HU,36.4,-22.6,95,959
AL172017,OPHELIA,2017-10-15 06:00:00,2017,10,15,6,0,,HU,37.9,-19.8,90,959
AL172017,OPHELIA,2017-10-15 12:00:00,2017,10,15,12,0,,HU,39.9,-17.0,85,959
AL172017,OPHELIA,2017-10-15 18:00:00,2017,10,15,18,0,,HU,43.1,-14.3,80,959
AL172017,OPHELIA,2017-10-16 00:00:00,2017,10,16,0,0,,EX,47.6,-13.4,75,958
AL172017,OPHELIA,2017-10-16 06:00:00,2017,10,16,6,0,,EX,50.0,-12.1,70,957
AL172017,OPHELIA,2017-10-16 11:00:00,2017,10,16,11,0,L,EX,51.9,-10.4,65,957
AL172017,OPHELIA,2017-10-16 12:00:00,2017,10,16,12,0,,EX,52.3,-10.0,65,959
AL172017,OPHELIA,2017-10-16 18:00:00,2017,10,16,18,0,,EX,55.3,-8.3,60,969
AL172017,OPHELIA,2017-10-17 00:00:00,2017,10,17,0,0,,EX,57.3,-6.1,50,977
AL172017,OPHELIA,2017-10-17 06:00:00,2017,10,17,6,0,,EX,58.7,-2.9,45,987
AL172017,OPHELIA,2017-10-17 12:00:00,2017,10,17,12,0,,EX,59.3,1.5,40,994
AL172017,OPHELIA,2017-10-17 18:00:00,2017,10,17,18,0,,EX,60.1,5.3,40,997
AL182017,PHILIPPE,2017-10-27 18:00:00,2017,10,27,18,0,,DB,17.5,-84.2,30,1006
AL182017,PHILIPPE,2017-10-28 00:00:00,2017,10,28,0,0,,DB,18.2,-84.5,30,1006
AL182017,PHILIPPE,2017-10-28 06:00:00,2017,10,28,6,0,,DB,19.1,-84.3,30,1004
AL182017,PHILIPPE,2017-10-28 12:00:00,2017,10,28,12,0,,TD,20.1,-83.5,30,1003
AL182017,PHILIPPE,2017-10-28 18:00:00,2017,10,28,18,0,,TS,21.3,-82.4,35,1000
AL182017,PHILIPPE,2017-10-28 22:00:00,2017,10,28,22,0,L,TS,22.2,-81.6,35,1000
AL182017,PHILIPPE,2017-10-29 00:00:00,2017,10,29,0,0,,TD,22.7,-81.2,30,1003
AL192017,RINA,2017-11-04 12:00:00,2017,11,4,12,0,,LO,25.5,-52.3,25,1013
AL192017,RINA,2017-11-04 18:00:00,2017,11,4,18,0,,LO,26.5,-52.1,25,1013
AL192017,RINA,2017-11-05 00:00:00,2017,11,5,0,0,,LO,27.5,-52.0,25,1013
AL192017,RINA,2017-11-05 06:00:00,2017,11,5,6,0,,LO,28.4,-52.0,25,1013
AL192017,RINA,2017-11-05 12:00:00,2017,11,5,12,0,,LO,29.0,-51.9,25,1013
AL192017,RINA,2017-11-05 18:00:00,2017,11,5,18,0,,TD,29.2,-51.7,30,1012
AL192017,RINA,2017-11-06 00:00:00,2017,11,6,0,0,,TD,29.1,-51.2,30,1011
AL192017,RINA,2017-11-06 06:00:00,2017,11,6,6,0,,TD,29.0,-50.7,30,1010
AL192017,RINA,2017-11-06 12:00:00,2017,11,6,12,0,,TD,29.1,-50.4,30,1010
AL192017,RINA,2017-11-06 18:00:00,2017,11,6,18,0,,TD,29.4,-50.2,30,1009
AL192017,RINA,2017-11-07 00:00:00,2017,11,7,0,0,,TS,30.0,-50.0,35,1008
AL192017,RINA,2017-11-07 06:00:00,2017,11,7,6,0,,TS,30.8,-49.9,40,1006
AL192017,RINA,2017-11-07 12:00:00,2017,11,7,12,0,,TS,31.8,-49.5,40,1004
AL192017,RINA,2017-11-07 18:00:00,2017,11,7,18,0,,TS,33.0,-49.1,40,1002
AL192017,RINA,2017-11-08 00:00:00,2017,11,8,0,0,,TS,34.6,-48.7,45,999
AL192017,RINA,2017-11-08 06:00:00,2017,11,8,6,0,,TS,36.4,-48.7,50,996
AL192017,RINA,2017-11-08 12:00:00,2017,11,8,12,0,,TS,38.3,-48.8,45,994
AL192017,RINA,2017-11-08 18:00:00,2017,11,8,18,0,,TS,40.1,-49.0,45,992
AL192017,RINA,2017-11-09 00:00:00,2017,11,9,0,0,,TS,41.8,-48.8,45,991
AL192017,RINA,2017-11-09 06:00:00,2017,11,9,6,0,,LO,43.6,-48.0,40,993
AL192017,RINA,2017-11-09 12:00:00,2017,11,9,12,0,,LO,45.5,-47.0,40,995
AL012018,ALBERTO,2018-05-25 12:00:00,2018,5,25,12,0,,SD,18.8,-87.1,30,1006
AL012018,ALBERTO,2018-05-25 18:00:00,2018,5,25,18,0,,SD,18.7,-86.5,30,1006
AL012018,ALBERTO,2018-05-26 00:00:00,2018,5,26,0,0,,SD,18.9,-85.9,30,1006
AL012018,ALBERTO,2018-05-26 06:00:00,2018,5,26,6,0,,SD,19.6,-85.7,30,1005
AL012018,ALBERTO,2018-05-26 12:00:00,2018,5,26,12,0,,SD,21.3,-85.6,30,1004
AL012018,ALBERTO,2018-05-26 18:00:00,2018,5,26,18,0,,SS,22.6,-85.3,35,1002
AL012018,ALBERTO,2018-05-27 00:00:00,2018,5,27,0,0,,SS,23.6,-84.8,35,1000
AL012018,ALBERTO,2018-05-27 06:00:00,2018,5,27,6,0,,SS,24.9,-84.3,35,998
AL012018,ALBERTO,2018-05-27 12:00:00,2018,5,27,12,0,,SS,26.6,-84.4,40,995
AL012018,ALBERTO,2018-05-27 18:00:00,2018,5,27,18,0,,SS,27.6,-85.0,45,992
AL012018,ALBERTO,2018-05-28 00:00:00,2018,5,28,0,0,,TS,28.2,-85.8,55,991
AL012018,ALBERTO,2018-05-28 06:00:00,2018,5,28,6,0,,TS,28.6,-86.0,55,990
AL012018,ALBERTO,2018-05-28 12:00:00,2018,5,28,12,0,,TS,29.1,-85.9,50,991
AL012018,ALBERTO,2018-05-28 18:00:00,2018,5,28,18,0,,TS,29.8,-85.9,45,991
AL012018,ALBERTO,2018-05-28 21:00:00,2018,5,28,21,0,L,TS,30.3,-86.0,40,992
AL012018,ALBERTO,2018-05-29 00:00:00,2018,5,29,0,0,,TD,30.9,-86.1,30,993
AL012018,ALBERTO,2018-05-29 06:00:00,2018,5,29,6,0,,TD,31.9,-86.6,30,994
AL012018,ALBERTO,2018-05-29 12:00:00,2018,5,29,12,0,,TD,33.0,-87.0,30,996
AL012018,ALBERTO,2018-05-29 18:00:00,2018,5,29,18,0,,TD,34.2,-87.3,30,997
AL012018,ALBERTO,2018-05-30 00:00:00,2018,5,30,0,0,,TD,35.4,-87.6,30,998
AL012018,ALBERTO,2018-05-30 06:00:00,2018,5,30,6,0,,TD,36.7,-87.9,30,998
AL012018,ALBERTO,2018-05-30 12:00:00,2018,5,30,12,0,,TD,38.2,-87.7,30,998
AL012018,ALBERTO,2018-05-30 18:00:00,2018,5,30,18,0,,TD,39.9,-87.0,30,998
AL012018,ALBERTO,2018-05-31 00:00:00,2018,5,31,0,0,,TD,41.5,-86.0,30,997
AL012018,ALBERTO,2018-05-31 06:00:00,2018,5,31,6,0,,LO,43.5,-84.6,30,995
AL012018,ALBERTO,2018-05-31 12:00:00,2018,5,31,12,0,,LO,46.0,-83.3,30,995
AL022018,BERYL,2018-07-04 12:00:00,2018,7,4,12,0,,TD,10.0,-34.9,30,1008
AL022018,BERYL,2018-07-04 18:00:00,2018,7,4,18,0,,TD,10.1,-36.5,30,1008
AL022018,BERYL,2018-07-05 00:00:00,2018,7,5,0,0,,TS,10.1,-38.0,35,1007
AL022018,BERYL,2018-07-05 06:00:00,2018,7,5,6,0,,TS,10.1,-39.5,35,1007
AL022018,BERYL,2018-07-05 12:00:00,2018,7,5,12,0,,TS,10.2,-40.9,40,1005
AL022018,BERYL,2018-07-05 18:00:00,2018,7,5,18,0,,TS,10.3,-42.3,45,1003
AL022018,BERYL,2018-07-06 00:00:00,2018,7,6,0,0,,TS,10.3,-43.4,55,999
AL022018,BERYL,2018-07-06 06:00:00,2018,7,6,6,0,,HU,10.5,-44.6,70,991
AL022018,BERYL,2018-07-06 12:00:00,2018,7,6,12,0,,HU,10.7,-46.0,70,992
AL022018,BERYL,2018-07-06 18:00:00,2018,7,6,18,0,,HU,10.6,-47.3,65,993
AL022018,BERYL,2018-07-07 00:00:00,2018,7,7,0,0,,HU,10.7,-48.3,65,994
AL022018,BERYL,2018-07-07 06:00:00,2018,7,7,6,0,,HU,11.1,-49.3,65,995
AL022018,BERYL,2018-07-07 12:00:00,2018,7,7,12,0,,TS,11.7,-50.4,55,999
AL022018,BERYL,2018-07-07 18:00:00,2018,7,7,18,0,,TS,12.4,-52.0,45,1003
AL022018,BERYL,2018-07-08 00:00:00,2018,7,8,0,0,,TS,12.9,-53.6,45,1005
AL022018,BERYL,2018-07-08 06:00:00,2018,7,8,6,0,,TS,13.4,-55.2,45,1006
AL022018,BERYL,2018-07-08 12:00:00,2018,7,8,12,0,,DB,14.1,-56.9,45,1006
AL022018,BERYL,2018-07-08 18:00:00,2018,7,8,18,0,,DB,14.8,-59.2,40,1008
AL022018,BERYL,2018-07-09 00:00:00,2018,7,9,0,0,,DB,15.5,-61.3,35,1010
AL022018,BERYL,2018-07-09 06:00:00,2018,7,9,6,0,,DB,16.2,-63.2,35,1011
AL022018,BERYL,2018-07-09 12:00:00,2018,7,9,12,0,,DB,16.6,-65.3,35,1013
AL022018,BERYL,2018-07-09 18:00:00,2018,7,9,18,0,,DB,17.1,-67.1,35,1013
AL022018,BERYL,2018-07-10 00:00:00,2018,7,10,0,0,,DB,17.6,-68.9,35,1013
AL022018,BERYL,2018-07-10 06:00:00,2018,7,10,6,0,,DB,18.1,-70.5,30,1013
AL022018,BERYL,2018-07-10 12:00:00,2018,7,10,12,0,,DB,19.3,-71.6,30,1013
AL022018,BERYL,2018-07-10 18:00:00,2018,7,10,18,0,,DB,20.2,-72.4,30,1013
AL022018,BERYL,2018-07-11 00:00:00,2018,7,11,0,0,,DB,21.3,-73.0,25,1013
AL022018,BERYL,2018-07-11 06:00:00,2018,7,11,6,0,,DB,22.4,-73.6,25,1013
AL022018,BERYL,2018-07-11 12:00:00,2018,7,11,12,0,,DB,23.7,-73.8,25,1013
AL022018,BERYL,2018-07-11 18:00:00,2018,7,11,18,0,,DB,25.2,-73.8,25,1013
AL022018,BERYL,2018-07-12 00:00:00,2018,7,12,0,0,,DB,26.7,-73.6,25,1013
AL022018,BERYL,2018-07-12 06:00:00,2018,7,12,6,0,,DB,28.2,-73.1,25,1013
AL022018,BERYL,2018-07-12 12:00:00,2018,7,12,12,0,,DB,29.6,-72.4,25,1013
AL022018,BERYL,2018-07-12 18:00:00,2018,7,12,18,0,,DB,30.8,-71.6,25,1013
AL022018,BERYL,2018-07-13 00:00:00,2018,7,13,0,0,,DB,31.9,-70.7,25,1013
AL022018,BERYL,2018-07-13 06:00:00,2018,7,13,6,0,,DB,32.6,-70.1,25,1013
AL022018,BERYL,2018-07-13 12:00:00,2018,7,13,12,0,,LO,33.3,-69.4,25,1013
AL022018,BERYL,2018-07-13 18:00:00,2018,7,13,18,0,,LO,33.9,-68.6,25,1013
AL022018,BERYL,2018-07-14 00:00:00,2018,7,14,0,0,,LO,34.5,-68.0,25,1013
AL022018,BERYL,2018-07-14 06:00:00,2018,7,14,6,0,,LO,35.0,-67.3,30,1013
AL022018,BERYL,2018-07-14 12:00:00,2018,7,14,12,0,,SS,35.6,-66.2,35,1008
AL022018,BERYL,2018-07-14 18:00:00,2018,7,14,18,0,,SS,36.7,-65.5,35,1007
AL022018,BERYL,2018-07-15 00:00:00,2018,7,15,0,0,,SS,37.8,-65.5,35,1005
AL022018,BERYL,2018-07-15 06:00:00,2018,7,15,6,0,,SS,38.2,-65.4,35,1006
AL022018,BERYL,2018-07-15 12:00:00,2018,7,15,12,0,,SS,38.1,-65.1,35,1008
AL022018,BERYL,2018-07-15 18:00:00,2018,7,15,18,0,,SS,38.0,-64.3,35,1009
AL022018,BERYL,2018-07-16 00:00:00,2018,7,16,0,0,,LO,38.3,-63.1,35,1010
AL022018,BERYL,2018-07-16 06:00:00,2018,7,16,6,0,,LO,38.7,-61.8,35,1011
AL022018,BERYL,2018-07-16 12:00:00,2018,7,16,12,0,,LO,39.5,-60.2,35,1011
AL022018,BERYL,2018-07-16 18:00:00,2018,7,16,18,0,,LO,40.7,-58.5,35,1012
AL022018,BERYL,2018-07-17 00:00:00,2018,7,17,0,0,,LO,43.0,-57.1,30,1012
AL022018,BERYL,2018-07-17 06:00:00,2018,7,17,6,0,,LO,45.5,-55.7,30,1012
AL032018,CHRIS,2018-07-05 06:00:00,2018,7,5,6,0,,LO,30.7,-68.5,20,1021
AL032018,CHRIS,2018-07-05 12:00:00,2018,7,5,12,0,,LO,30.7,-69.7,20,1021
AL032018,CHRIS,2018-07-05 18:00:00,2018,7,5,18,0,,LO,30.8,-70.7,20,1020
AL032018,CHRIS,2018-07-06 00:00:00,2018,7,6,0,0,,LO,30.9,-71.7,25,1019
AL032018,CHRIS,2018-07-06 06:00:00,2018,7,6,6,0,,LO,31.2,-72.6,25,1018
AL032018,CHRIS,2018-07-06 12:00:00,2018,7,6,12,0,,TD,31.5,-73.1,25,1016
AL032018,CHRIS,2018-07-06 18:00:00,2018,7,6,18,0,,TD,31.8,-73.6,25,1016
AL032018,CHRIS,2018-07-07 00:00:00,2018,7,7,0,0,,TD,32.2,-74.2,25,1015
AL032018,CHRIS,2018-07-07 06:00:00,2018,7,7,6,0,,TD,32.6,-74.6,25,1015
AL032018,CHRIS,2018-07-07 12:00:00,2018,7,7,12,0,,TD,32.7,-74.9,25,1015
AL032018,CHRIS,2018-07-07 18:00:00,2018,7,7,18,0,,TD,32.8,-75.2,30,1014
AL032018,CHRIS,2018-07-08 00:00:00,2018,7,8,0,0,,TD,32.9,-75.3,30,1012
AL032018,CHRIS,2018-07-08 06:00:00,2018,7,8,6,0,,TS,33.1,-75.4,35,1010
AL032018,CHRIS,2018-07-08 12:00:00,2018,7,8,12,0,,TS,33.1,-75.0,35,1008
AL032018,CHRIS,2018-07-08 18:00:00,2018,7,8,18,0,,TS,32.8,-74.8,40,1007
AL032018,CHRIS,2018-07-09 00:00:00,2018,7,9,0,0,,TS,32.6,-74.6,45,1005
AL032018,CHRIS,2018-07-09 06:00:00,2018,7,9,6,0,,TS,32.4,-74.5,45,1001
AL032018,CHRIS,2018-07-09 12:00:00,2018,7,9,12,0,,TS,32.2,-74.6,50,999
AL032018,CHRIS,2018-07-09 18:00:00,2018,7,9,18,0,,TS,32.1,-74.4,55,996
AL032018,CHRIS,2018-07-10 00:00:00,2018,7,10,0,0,,TS,32.2,-74.3,60,994
AL032018,CHRIS,2018-07-10 06:00:00,2018,7,10,6,0,,TS,32.4,-74.1,60,992
AL032018,CHRIS,2018-07-10 12:00:00,2018,7,10,12,0,,HU,32.9,-73.5,65,990
AL032018,CHRIS,2018-07-10 18:00:00,2018,7,10,18,0,,HU,33.4,-72.8,75,983
AL032018,CHRIS,2018-07-11 00:00:00,2018,7,11,0,0,,HU,33.9,-71.9,90,969
AL032018,CHRIS,2018-07-11 06:00:00,2018,7,11,6,0,,HU,34.6,-70.7,90,969
AL032018,CHRIS,2018-07-11 12:00:00,2018,7,11,12,0,,HU,35.6,-69.1,85,973
AL032018,CHRIS,2018-07-11 18:00:00,2018,7,11,18,0,,HU,37.0,-66.8,80,976
AL032018,CHRIS,2018-07-12 00:00:00,2018,7,12,0,0,,HU,38.5,-64.3,75,980
AL032018,CHRIS,2018-07-12 06:00:00,2018,7,12,6,0,,HU,40.9,-61.7,65,985
AL032018,CHRIS,2018-07-12 12:00:00,2018,7,12,12,0,,TS,43.3,-59.2,60,987
AL032018,CHRIS,2018-07-12 18:00:00,2018,7,12,18,0,,EX,45.7,-56.4,55,989
AL032018,CHRIS,2018-07-13 00:00:00,2018,7,13,0,0,,EX,48.0,-53.4,45,998
AL032018,CHRIS,2018-07-13 06:00:00,2018,7,13,6,0,,EX,50.0,-50.0,45,999
AL032018,CHRIS,2018-07-13 12:00:00,2018,7,13,12,0,,EX,51.0,-45.0,40,1000
AL032018,CHRIS,2018-07-13 18:00:00,2018,7,13,18,0,,EX,52.0,-39.0,40,1000
AL032018,CHRIS,2018-07-14 00:00:00,2018,7,14,0,0,,EX,53.5,-33.5,40,997
AL032018,CHRIS,2018-07-14 06:00:00,2018,7,14,6,0,,EX,56.0,-28.0,45,993
AL032018,CHRIS,2018-07-14 12:00:00,2018,7,14,12,0,,EX,58.0,-25.0,45,988
AL032018,CHRIS,2018-07-14 18:00:00,2018,7,14,18,0,,EX,59.5,-22.5,45,986
AL032018,CHRIS,2018-07-15 00:00:00,2018,7,15,0,0,,EX,60.5,-21.0,45,983
AL032018,CHRIS,2018-07-15 06:00:00,2018,7,15,6,0,,EX,60.6,-20.6,40,985
AL032018,CHRIS,2018-07-15 12:00:00,2018,7,15,12,0,,EX,60.7,-20.3,35,988
AL032018,CHRIS,2018-07-15 18:00:00,2018,7,15,18,0,,EX,60.9,-19.5,30,990
AL032018,CHRIS,2018-07-16 00:00:00,2018,7,16,0,0,,EX,61.0,-18.5,25,992
AL032018,CHRIS,2018-07-16 06:00:00,2018,7,16,6,0,,EX,61.1,-16.3,25,994
AL032018,CHRIS,2018-07-16 12:00:00,2018,7,16,12,0,,EX,61.3,-13.7,25,996
AL032018,CHRIS,2018-07-16 18:00:00,2018,7,16,18,0,,EX,62.1,-12.5,25,999
AL032018,CHRIS,2018-07-17 00:00:00,2018,7,17,0,0,,EX,63.1,-12.0,20,1002
AL032018,CHRIS,2018-07-17 06:00:00,2018,7,17,6,0,,EX,63.3,-11.8,20,1005
AL032018,CHRIS,2018-07-17 12:00:00,2018,7,17,12,0,,EX,63.5,-11.5,15,1007
AL042018,DEBBY,2018-08-02 18:00:00,2018,8,2,18,0,,EX,41.2,-33.7,30,1012
AL042018,DEBBY,2018-08-03 00:00:00,2018,8,3,0,0,,EX,40.8,-35.5,35,1011
AL042018,DEBBY,2018-08-03 06:00:00,2018,8,3,6,0,,EX,40.4,-37.2,35,1011
AL042018,DEBBY,2018-08-03 12:00:00,2018,8,3,12,0,,EX,39.9,-38.9,35,1011
AL042018,DEBBY,2018-08-03 18:00:00,2018,8,3,18,0,,LO,39.2,-40.5,35,1010
AL042018,DEBBY,2018-08-04 00:00:00,2018,8,4,0,0,,LO,38.6,-42.2,35,1010
AL042018,DEBBY,2018-08-04 06:00:00,2018,8,4,6,0,,LO,37.8,-44.0,30,1010
AL042018,DEBBY,2018-08-04 12:00:00,2018,8,4,12,0,,LO,36.7,-45.1,30,1010
AL042018,DEBBY,2018-08-04 18:00:00,2018,8,4,18,0,,LO,35.7,-46.0,30,1010
